;fcitx Version 0x03 Table file
KeyCode='abcdefghijklmnopqrstuvwxyz.,;
Length=4
Pinyin=@
PinyinLength=4
Prompt=&
ConstructPhrase=^
[Rule]
e2=p11+p12+p21+p22
e3=p11+p21+p31+p32
a4=p11+p21+p31+n11
[Data]
'	去
nx'j	萝卜青菜
nx'a	萝卜青菜，各有所爱
nx'g	临去
nx'x	劣币驱逐良币
nxph	凛然
nxo	老不死
nxo.	吝啬
nxoc	临死
nxop	磷酸
nxog	乐不思蜀
nxoe	老不死的
nxy	礼拜天
nxym	老半天
nxyl	临帖
nxyo	临潼
nxy;	临头
nxgi	邻省
nxgc	临时
nxgp	力不胜任
nxgk	临睡
nxgf	路不拾遗
nxgy	狼奔豕突
nxgd	力拔山河
nxg;	两把刷子
nxkg	留不住
nxkm	箖
nxku	临阵
nxkc	林芝
nxkh	临战
nxkn	鳞状
nxko	临终
nx,h	狼狈为奸
nx,g	两不误
nx,k	狼狈万状
nxk.	拎着
nxq	老百姓
nxqc	吝惜
nxqt	临行
nxqm	邻县
nxqf	聊表谢意
nxqi	两不相干
nxqy	林学
nxqp	遴选
nxfx	林荫
nxf.	林业
nxfp	林园
nxfg	淋雨
nxfc	临沂
nxfa	利比亚
nx;c	林子
nx;r	邻座
nx;g	珞巴族
nx;;	临走
njxa	老爸
njxj	劳保
njxu	老本
njxh	老板
njxt	老兵
njxr	老伯
njxb	老表
njxl	乐此不疲
njx,	老辈
njjk	立此存照
njjg	了此残生
njea	老大
njej	唠叨
njec	老弟
njem	老店
njel	老爹
njeo	劳动
njef	劳顿
nje;	老豆
nj.p	老二
njuh	劳烦
njud	牢房
njug	老夫
njio	老公
njie	劳改
nji.	老哥
njig	牢固
njdh	老汉
njdr	老火
njdg	老虎
njdq	老化
njdq	老花
njc;	老抽
njcj	老巢
njhc	牢记
njhm	老茧
njhb	老窖
njhl	老姐
njhq	老家
njtj	牢靠
njt.	唠嗑
njtg	劳苦
njnj	姥姥
njn.	老了
njnc	劳力
njnt	老龄
njnm	老练
njno	牢笼
njng	劳碌
njn,	劳累
njnf	量才录用
njma	老妈
njm,	老妹
njme	老迈
njmu	牢门
njmr	劳模
njmg	老母
njba	老衲
njbn	老娘
njbm	老年
njbm	郎才女貌
njbb	老鸟
njlr	老婆
njle	老牌
nj'g	捞取
nj'm	捞钱
njpu	老人
njpf	绿草如茵
njoj	牢骚
njou	屡次三番
njof	劳损
njy;	老头
njye	老太
njym	老天
njyl	烙铁
njyg	老土
njyj	老套
njgc	老师
njg	老实
njgj	老少
njgu	劳神
njgr	老说
njgg	老鼠
njg;	老手
njk.	老者
njkx	鳞次栉比
njku	落枕
njke	老宅
njk'	零存整取
nj,,	另存为
nj,e	老外
nj,i	老翁
nj,r	老挝
nj,g	劳务
nj,t	落草为寇
njqo	老兄
njqx	劳心
njqn	老乡
njqb	老小
njq'	老朽
njfa	老鸭
njfx	烙印
njf.	老爷
njft	老鹰
njfp	老远
njfg	牢狱
njf;	老友
njfj	老妖
nj;j	老早
nj;c	老子
nj;r	劳作
nj;o	老总
nj;a	流窜作案
nexa	来吧
nexx	来宾
nexe	雷打不动
nexc	漏洞百出
nexn	另当别论
nexq	老大不小
nexo	累得半死
nejc	来此
neej	来到
nee.	来得
neem	来电
neu	老地方
neud	来访
neuh	来犯
nei	老大哥
nei.	来个
neij	来稿
neir	来过
nedk	来回
nedh	来函
necj	来潮
necu	立地成佛
necy	老调重弹
nehc	来得及
nehx	来劲
nehg	劳动局
nehh	雷电交加
nehn	来讲
nehl	老大姐
nete	离得开
net.	来客
neth	来看
nen.	来了
nenp	赉
nena	来啦
nenx	来临
nenc	来历
neng	来路
nenb	懒得理你
nema	来吗
nemk	拉丁美洲
nemf	灵丹妙药
nebh	老大难
nebm	来年
nebn	老大娘
nelc	赖皮
ne'g	来去
ne';	留得青山在
nep	领导人
nepu	来人
nepc	来日
nepf	锒铛入狱
nepi	礼多人不怪
nept	来得容易去得快
ney;	来头
neyh	李代桃僵
neyx	老大徒伤悲
negi	来生
negc	来世
negr	来说
nek.	来着
nekd	赖账
ne,d	来往
ne,h	来玩
ne,c	老大无成
ne,'	力大无穷
neqt	流动性
neqx	来信
neqc	来袭
neqm	浪得虚名
nefa	老掉牙
nefn	老掉牙了
nefg	落地有声
nefx	利大于弊
nefc	赖以
nefp	来源
nefk	老当益壮
neff	乱点鸳鸯
nef;	来由
nef.	老大爷
nefl	乱点鸳鸯谱
ne;c	来自
ne;h	流动资金
ne;m	拉丁字母
ne;p	连带责任
n.xf	来而不往非礼也
n.xo	老而不死
n.x;	老而不死是为贼
n.xg	两耳不闻窗外事
n.e.	乐得
n.ip	乐观
n.nt	勒令
n.'g	乐趣
n.or	勒索
n.yg	乐土
n.gc	乐事
n.gh	乐山
n.,u	乐而忘返
n.,i	劳而无功
n.fp	乐园
n.fc	乐意
n.fg	乐于
n.;c	乐子
nuxg	流芳百世
nuu,	龙飞凤舞
nudg	绿肥红瘦
nudm	鸾凤和鸣
nucq	龙凤呈祥
nun'	老夫老妻
numm	两方面
numc	立方米
nu'i	流芳千古
nuyc	立方体
nugk	轮番上阵
nug'	老夫少妻
nuko	两分钟
nufu	罗敷有夫
niar	冷傲
nixh	两个半
nixc	愣逼
nijd	冷藏
nije	冷菜
nie	老古董
nieh	冷淡
nieo	冷冻
niel	连滚带爬
nief	两个多月
nieg	两个多小时
niek	两个多钟
niep	连锅端
niui	冷风
niuh	冷饭
niub	龙肝凤脑
niuo	龙肝凤髓
niug	冷敷
nii	老公公
niik	冷柜
niio	冷宫
nidg	泸沽湖
nidh	冷汗
nidn	两个黄鹂鸣翠柳
nicd	冷场
nih	老规矩
nihx	冷噤
nihx	两国交兵
nihg	两国交兵，不斩来使
nihc	冷寂
niht	冷静
nihm	冷箭
nihb	棱角
nihf	立竿见影
nit.	理工科
nitg	冷酷
nin.	冷了
nini	冷冷
ninm	冷脸
ninr	冷落
nimu	冷门
nimr	冷漠
nibp	冷暖
nibt	冷凝
nilc	冷僻
nilh	冷盘
ni't	冷清
ni'c	冷气
ni'h	六根清净
ni'n	冷枪
ni'y	冷却
nipu	两个人
nip.	冷热
nioc	冷死
nio.	冷色
niot	卢甘斯克
niyd	冷烫
niym	冷天
nigc	愣是
nigu	愣神
nigk	冷水
nig;	立功赎罪
niko	两个钟
nikx	立国之本
nik.	愣着
niki	愣怔
nikh	冷战
niky	两个钟头
nikg	愣住
nikf	乐观主义
niqt	劣根性
niqb	冷笑
niqy	冷血
niqy	锣鼓喧天
niqg	两个小时
niqg	论功行赏
niqf	理工学院
niq'	两个星期
nify	两个月
nifx	冷饮
nifj	流光溢彩
nifc	略高一筹
nifh	冷眼
nifg	冷遇
ni;c	两个字
nieq	理工大学
ndxa	厉害吧
ndxj	脸红脖子粗
ndx,	狼狈
nded	浪荡
ndeg	朗读
ndeg	利害得失
ndel	连哄带骗
ndex	灵活多变
ndef	梨花带雨
nd.y	落荒而逃
ndud	廊坊
ndi;	狼狗
ndir	联合国
nddj	狼嚎
ndde	狼孩
ndd.	乐呵呵
nddo	乱哄哄
nddq	浪花
ndcj	浪潮
ndc'	炉火纯青
ndc'	灵魂出窍
ndhx	铝合金
ndhe	灵活机动
ndhc	狼藉
ndhh	烈火见真金
ndhf	郎君
ndht	老花镜
ndn.	厉害了
ndnc	老黄历
ndnd	朗朗
ndng	落花流水
ndnf	两河流域
ndma	癞蛤蟆
ndmh	浪漫
ndmp	癞蛤蟆想吃天鹅肉
ndb'	老黄牛
ndba	氯化钠
ndle	老虎屁股摸不得
nd'p	狼犬
nd'f	狼群
nd'm	零花钱
ndoo	朗诵
ndyg	老糊涂
ndyn	埌
ndyj	浪涛
ndy;	榔头
ndyc	老汉推车
ndgc	两回事
ndgi	朗声
ndgd	老和尚
ndkc	兰花指
ndkn	筤
ndku	联合政府
ndko	郎中
nd,r	狼窝
nd,d	联欢晚会
ndqt	灵活性
ndqe	两虎相斗
ndqi	利害相关
ndqy	脸红心跳
ndqk	两虎相争
ndf	老花眼
ndfa	狼牙
ndfi	利害攸关
ndfh	狼烟
ndff	落花有意
nd;c	浪子
nd;g	拉祜族
ncab	立案
ncx	里程碑
ncxa	篱笆
ncxj	礼包
ncxe	礼拜
ncxc	利弊
ncxm	里边
ncxl	离别
ncxq	离愁别绪
ncxf	来处不易
ncx;	驴唇不对马嘴
ncxd	离愁别恨
ncje	理财
ncjc	历次
ncjr	力挫
ncej	力道
ncee	历代
nced	理当
nceh	礼单
ncet	立定
nceo	立冬
nceg	力度
ncek	离队
ncu	理发
ncua	立法
ncud	立方
ncug	礼服
ncur	礼佛
nci	理工
ncie	理该
ncid	离岗
ncir	立国
ncio	立功
ncik	厉鬼
ncdj	利好
ncde	厉害
ncd.	离合
ncdk	理会
ncdf	离婚
ncdq	梨花
ncdy	脸朝黄土背朝天
ncca	利差
nccj	历朝
ncci	历程
nccd	立场
nccc	利齿
ncco	凌迟处死
nccg	理出
ncck	老成持重
nccf	立春
ncc;	离愁
nchx	礼金
nchu	六朝金粉
nchc	立即
ncht	历经
nchn	丽江
nchm	利剑
nchb	立交
nchl	理解
nchp	良辰吉日
nchg	例句
nchq	离家
ncte	离开
nct.	立刻
ncto	利空
nctk	理亏
ncnx	莅临
ncne	历来
ncn.	离了
ncnn	力量
ncnb	理疗
ncnm	历练
ncnr	利落
ncno	里弄
ncnk	利率
ncnf	理论
ncma	立马
ncmj	礼貌
ncmc	厘米
ncmh	良辰美景
ncmt	黎明
ncmm	里面
ncbh	罹难
ncbm	理念
ncbb	利尿
nclx	礼品
nclj	礼炮
nclg	离谱
ncl,	理赔
ncli	力捧
nc'c	力气
nc't	理清
nc''	力求
nc''	立秋
nc'g	离去
nc'p	礼券
ncpu	离任
ncpu	冷嘲热讽
ncpd	礼让
ncpc	丽日
ncpg	例如
ncpf	利润
ncoj	离骚
ncoc	李四
ncoh	离散
ncor	利索
ncyd	礼堂
ncyc	立体
ncyt	力挺
ncyg	力图
ncy;	里头
ncgi	厉声
ncgc	历史
ncgg	隶属
ncgk	利税
ncgf	理顺
nckj	利爪
ncki	力争
nckc	理智
nckh	力战
nckg	立柱
nc,e	例外
nc,g	礼物
ncqx	离心
ncqc	利息
ncqt	理性
ncqt	例行
ncqn	理想
ncqm	离线
ncqb	离校
ncq'	离休
ncqy	力学
ncqq	立夏
ncfc	利益
ncft	理应
ncfp	梨园
ncfo	利用
ncfy	立约
ncfg	利于
ncf;	理由
ncfk	乱成一锅粥
nc;c	例子
nc;h	礼赞
nc;r	力作
nc;g	立足
nc;k	利嘴
nc;;	乱臣贼子
nhxu	蓝本
nhxi	屡教不改
nhxx	劣迹斑斑
nhxh	篮板
nhxn	谅解备忘录
nhxl	路见不平
nhxk	屡禁不止
nhxq	屡见不鲜
nhjj	兰草
nhje	路经此地
nhe.	懒得
nhed	拦挡
nhec	蓝底
nheb	烂掉
nher	懒惰
nhet	拉家带口
nhu	龙卷风
nhua	滥发
nhum	棱角分明
nhui	廉洁奉公
nhuc	龙驹凤雏
nhun	老骥伏枥
nhub	良家妇女
nhih	栏杆
nhik	懒鬼
nhin	蓝光
nhir	揽过
nhd	两句话
nhdh	懒汉
nhdq	兰花
nhdg	老江湖
nhdr	揽活
nhdm	龙精虎猛
nhca	龙井茶
nhc.	缆车
nhcd	拉家常
nhci	蜡炬成灰泪始干
nhcm	老将出马
nhcn	老将出马，一个顶俩
nhco	懒虫
nhc;	蓝筹
nhhn	辣椒酱
nhhm	揽件
nhhd	老奸巨猾
nhhd	浪迹江湖
nhhc	拦击
nhht	亮晶晶
nhhb	懒觉
nhhl	拦截
nht.	揽客
nhtn	篮筐
nhnc	理解力
nhn.	烂了
nhnh	蓝蓝
nhnt	蓝领
nhng	拦路
nhnk	褴褛
nhnn	廉价劳动力
nhmg	栏目
nhm,	蓝莓
nhbc	烂泥
nhle	离经叛道
nhlt	蓝屏
nhlm	烂片
nh'b	立交桥
nh''	篮球
nh'p	恋奸情热
nhpu	懒人
nho.	蓝色
nhoh	懒散
nhyo	垃圾桶
nhyh	篮坛
nhym	蓝天
nhyg	蓝图
nhyk	励精图治
nhyf	浪迹天涯
nhg	累计数
nhgx	乐极生悲
nhgi	缆绳
nhgh	阑珊
nhgg	烂熟
nhk.	拦着
nhkd	烂账
nhky	临界状态
nhkf	利己主义
nhkg	拦住
nhk;	兰州
nhkh	拉锯战
nh,d	拦网
nh,,	阑尾
nhqn	垃圾箱
nhqm	蓝线
nhql	篮协
nhqg	落井下石
nhqq	拦下
nhqt	逻辑性
nhfa	蓝牙
nhfj	拦腰
nhfe	灵机一动
nhfo	滥用
nhfq	了解一下
nhfx	略见一斑
nh;c	篮子
nh;n	廉洁自律
nh;g	拦阻
nh;k	烂醉
nh;q	乱箭攒心
ntac	令爱
ntab	另案
ntxh	领班
ntxm	灵便
ntj.	另册
ntjf	另存
ntej	领导
ntee	领带
nted	铃铛
ntec	领地
nteh	灵丹
ntet	伶仃
ntem	零点
nteo	灵动
nteg	零度
ntek	领队
ntuu	零分
ntih	灵感
ntii	劳苦功高
ntin	灵光
ntdr	灵活
ntde	领海
ntdd	领航
ntdg	令狐
ntdk	领会
ntdq	零花
ntdf	灵魂
ntc.	灵车
ntcu	凌晨
ntcd	领唱
ntcc	凌迟
nthn	领奖
nthm	零件
nthb	领教
nthl	领结
nth'	灵柩
nthq	凌驾
nthf	领军
ntto	领空
ntt;	领口
ntn,	另类
ntng	领路
ntnu	滥砍滥伐
ntnd	令郎
ntnc	凌厉
ntnr	零落
ntnp	凌乱
ntno	玲珑
ntny	领略
ntmx	灵敏
ntmg	陵墓
ntm;	另谋
ntbh	岭南
ntlj	领跑
ntle	令牌
nt'	冷空气
nt'x	陵寝
nt'c	灵气
nt't	领情
nt'm	零钱
nt'b	灵巧
nt'g	领取
ntpu	令人
ntpg	凌辱
ntoh	零散
ntoo	雷克萨斯
ntok	零碎
ntyd	灵堂
ntyt	聆听
ntyo	灵通
ntyg	领土
nty;	领头
ntgc	零食
ntgi	铃声
ntgd	零上
ntg;	零售
ntkj	另找
ntk.	领着
ntkc	灵芝
ntkg	领主
ntkn	另装
nt,e	另外
nt,g	领悟
nt,,	灵位
nt,'	冷酷无情
ntq	另行
ntqt	零星
ntqc	灵犀
ntqm	领先
ntqb	凌霄
ntq'	领袖
ntqp	另选
ntqq	零下
ntfj	灵药
ntfd	羚羊
ntfc	灵异
ntfh	灵验
ntft	雷克雅未克
ntfp	陵园
ntfo	领用
ntfg	领域
ntff	凌云
ntf;	另有
ntfq	良苦用心
nt;	两口子
nt;c	领子
nt;f	令尊
nnab	两岸
nnx	两边
nnxa	两把
nnxe	两百
nnxu	两本
nnxc	两笔
nnxh	凉拌
nnxm	两遍
nnxm	来历不明
nnxg	两步
nnxg	恋恋不舍
nnx,	两倍
nnxy	浪里白条
nnxx	搂搂抱抱
nnjj	粮草
nnji	两层
nnje	凉菜
nnj.	两侧
nnjd	粮仓
nnjc	两次
nnej	两道
nneo	两栋
nnee	两代
nneu	落落大方
nnec	两地
nnem	两点
nnem	亮点
nnep	两端
nneg	亮度
nnek	两对
nner	良多
nn.q	量力而行
nnuu	凉粉
nnui	凉风
nnud	良方
nnuj	乱了分寸
nnuc	沦落风尘
nnuq	雷厉风行
nni.	两个
nniu	两根
nnid	落落寡欢
nnih	晾干
nnin	亮光
nnir	两国
nnd	老龄化
nndh	联络函
nndj	良好
nnd.	两盒
nndd	两行
nndd	来来回回
nndq	量化
nndk	两回
nndg	拦路虎
nndn	粮荒
nnca	凉茶
nnce	两肋插刀
nnce	绫罗绸缎
nnc.	靓车
nncu	良辰
nncc	拉拉扯扯
nnch	量产
nnhg	两句
nnhc	良机
nnhh	寥寥几句
nnhb	两脚
nnhl	谅解
nnh'	良久
nnhk	淋漓尽致
nnhq	两家
nnt	老两口
nnt.	两颗
nntt	凉快
nntp	两款
nntg	良苦
nnt;	两口
nnn	狼来了
nnn.	亮了
nnnc	靓丽
nnnh	理论联系实际
nnnn	两辆
nnno	啰里啰嗦
nnn,	两类
nnn'	聊来聊去
nnna	啦啦啦
nnmx	良民
nnmu	两门
nnmc	两米
nnmt	两名
nnmm	两面
nnmm	泪流满面
nnm,	两枚
nnbm	两年
nnbh	两难
nnbk	靓女
nnlm	两篇
nnle	两排
nnli	凉棚
nnld	两旁
nnlc	两匹
nnlt	两瓶
nnlu	两盆
nnlh	两盘
nnl,	拉郎配
nn'	浏览器
nn'c	凉气
nn't	朗朗乾坤
nn'n	踉跄
nn'm	两千
nn'm	来龙去脉
nn''	来来去去
nn''	冷冷清清
nn'p	两全
nnpu	两人
nnpc	两日
nnpq	笼络人心
nno.	亮色
nnoq	𫟅
nnok	两岁
nnoo	零零碎碎
nnoo	啰啰嗦嗦
nnyj	两套
nnye	两台
nnyd	亮堂
nnyt	凉亭
nnym	两天
nnyb	两条
nnyy	玲珑剔透
nnyk	两腿
nnyq	勠力同心
nny;	两头
nngd	理论上
nnge	晾晒
nngu	量身
nngp	寥寥数人
nngc	粮食
nngh	梁山
nngt	朗朗上口
nngn	凉爽
nngo	流离失所
nngg	老老实实
nngk	凉水
nngf	寥寥数语
nng;	两手
nnkd	两张
nnkj	靓照
nnk.	两者
nnkd	利令智昏
nnkc	良知
nnko	两种
nnkg	梁祝
nnkk	林林种种
nnk;	两周
nnkh	乱了阵脚
nnky	老来这一套
nn,u	流连忘返
nn,h	两万
nn,h	寥寥无几
nn,,	两位
nn,,	碌碌无为
nnqx	良心
nnqc	凉席
nnqt	良性
nnqn	亮相
nnqb	良宵
nnql	凉鞋
nnqq	两下
nnqq	陆陆续续
nnfj	良药
nnfd	两样
nnfc	两翼
nnfh	两眼
nnfo	两用
nnf;	粮油
nnfq	愣了一下
nnfq	流落异乡
nn;r	两座
nn;e	靓仔
nn;c	量子
nn;m	历历在目
nn;;	林林总总
nn;d	老泪纵横
nmac	恋爱
nmxj	联保
nmxe	连绵不断
nmxd	联邦
nmxc	练笔
nmxh	连绵不绝
nmxt	练兵
nmxr	联播
nmxg	脸部
nmxq	黎民百姓
nmje	敛财
nmjc	连词
nmea	连打
nmej	镰刀
nmee	连带
nmeh	脸蛋
nmet	罗曼蒂克
nmeo	联动
nmek	连队
nmei	罗马帝国
nmeg	灵敏度
nmud	联防
nmua	连发
nmi.	连个
nmid	炼钢
nmip	连贯
nmio	练功
nmik	廉明公正
nmdj	连号
nmd.	联合
nmdp	联欢
nmdo	脸红
nmdq	莲花
nmd;	狸猫换太子
nmci	练成
nmcc	廉耻
nmcn	连闯
nmcp	连串
nmcg	练出
nmhx	连襟
nmhc	联机
nmhm	练剑
nmhl	连接
nmh'	练就
nmhg	龙马精神
nmhq	廉价
nmhf	联军
nmto	脸孔
nmnr	联络
nmnc	连理
nmnm	练练
nmn,	连累
nmnf	冷眉冷眼
nmmx	怜悯
nmmi	联盟
nmmd	连忙
nmmt	联名
nmmm	脸面
nmm,	联袂
nmmq	路漫漫其修远兮
nmma	老妈妈
nmbm	连年
nmbf	罗马尼亚
nmrg	莲藕
nmlu	脸盆
nmli	莲蓬
nmld	脸庞
nmlc	脸皮
nmlh	脸盘
nmlm	连篇
nmlr	廉颇
nmlg	脸谱
nm't	恋情
nm'm	敛钱
nm'g	恋曲
nmpu	恋人
nmpc	连日
nmpo	莲蓉
nmpg	炼乳
nmoe	联赛
nmoe	两面三刀
nmo.	脸色
nmor	连锁
nmy	连同
nmym	连天
nmyc	连体
nmyb	链条
nmyo	联通
nmgc	两码事
nmgb	磏
nmgj	劳民伤财
nmgi	连胜
nmgd	脸上
nmgo	老谋深算
nmgy	老马识途
nmgg	脸熟
nmg;	联手
nmku	龙门阵
nmk.	连着
nmki	廉政
nmkd	连长
nmkc	炼制
nmkh	恋战
nmkg	连珠
nmkk	连缀
nm,d	联网
nm,g	练武
nmqc	练习
nmqt	脸形
nmqn	联想
nmqm	连线
nmqg	连续
nmf.	连夜
nmfx	联姻
nmfc	涟漪
nmft	联营
nmfg	炼狱
nmff	联运
nmf;	炼油
nmfh	临门一脚
nm;	绿帽子
nm;j	连遭
nm;e	连载
nm;c	练字
nm;r	连坐
nbxn	流年不利
nbxh	临难不惧
nbxr	撩拨
nbjj	潦草
nbej	料到
nbe.	了得
nbet	料定
nbep	了断
nbua	疗法
nbu'	烂泥扶不上墙
nbd.	辽河
nbci	疗程
nbce	老年痴呆
nbcj	老牛吃嫩草
nbhc	料及
nbh'	料酒
nbtj	镣铐
nbte	撩开
nbtr	辽阔
nbnc	料理
nbnn	嘹亮
nbnb	聊聊
nbnr	寥落
nbnp	缭乱
nbbe	老奶奶
nbbt	辽宁
nbbq	嫽
nblc	老牛破车
nb'y	了却
nbpj	缭绕
nbpu	撩人
nbp	老年人
nbph	了然
nbog	流年似水
nbym	聊天
nbyl	𪤗
nbge	老牛舐犊
nbgi	辽宁省
nbgd	疗伤
nbke	聊斋
nbk.	聊着
nbkd	了账
nb,d	瞭望
nb,g	了无
nbqn	料想
nbqb	疗效
nbqq	撂下
nbfd	疗养
nbfa	獠牙
nbfp	燎原
nb;e	撂在
nb;c	料子
nb;k	冷暖自知
nbeq	辽宁大学
nrxe	落败
nrxu	裸奔
nrxd	落榜
nrxc	落笔
nrxr	萝卜
nrjj	落草
nrej	落到
nree	落袋
nre.	落得
nrec	落地
nreh	落单
nret	螺钉
nrem	落点
nrua	落发
nrig	锣鼓
nrir	罗锅
nrdh	罗汉
nrdf	裸婚
nrdg	落户
nrdq	落花
nrd;	落后
nrca	落差
nrcj	落潮
nrci	落成
nrck	落锤
nrhc	逻辑
nrhb	落脚
nrtn	箩筐
nrtp	落款
nrto	落空
nrng	裸露
nrnl	罗列
nrn,	落泪
nrnc	萝莉
nrma	罗马
nrmj	螺帽
nrmr	落寞
nrmg	落幕
nrbh	落难
nrlh	罗盘
nrlr	落魄
nr'p	罗圈
nrpc	落日
nrpg	落入
nroc	螺丝
nror	啰嗦
nryc	裸体
nryr	骆驼
nrgc	落实
nrgp	螺栓
nrgh	落山
nrgk	落水
nrkj	裸照
nr,u	螺纹
nr,d	落网
nr,g	落伍
nrqq	落下
nrqp	螺旋
nrfd	洛阳
nrf.	落叶
nr;e	落在
nr;c	骡子
nr;r	落座
nlxb	列表
nlxj	猎豹
nlxm	裂变
nlxg	猎捕
nlej	列岛
nlei	劣等
nlek	列队
nlui	裂缝
nli	癞皮狗
nli;	猎狗
nldr	烈火
nldu	裂痕
nldh	龙盘虎踞
nldg	猎户
nlcg	列出
nlc.	列车
nlhm	零配件
nlhg	列举
nlhc	劣迹
nlh'	烈酒
nlte	裂开
nlt;	裂口
nlnf	廉颇老矣
nlne	连篇累牍
nlmt	列明
nlbt	列宁
nlbk	烈女
nllr	老婆婆
nl'c	猎奇
nl'n	猎枪
nl'l	趔趄
nl'p	猎犬
nl'g	猎取
nlpg	列入
nlpu	猎人
nlpc	烈日
nly;	猎头
nlga	猎杀
nlgc	劣势
nlg;	猎手
nlk	列支
nlkc	劣质
nlkf	力排众议
nl,g	猎物
nl,u	裂纹
nl,,	列为
nlqc	列席
nlqh	另辟蹊径
nlqt	烈性
nlf;	老朋友
nlfh	烈焰
nlft	猎鹰
nl;k	咧嘴
n'xe	六百
n'xi	屡劝不改
n'xt	溜冰
n'xp	六亲不认
n'xg	留步
n'x;	乱七八糟
n'x,	老前辈
n'jf	留存
n'jj	来去匆匆
n'j'	理屈词穷
n'jp	流窜
n'ea	溜达
n'ej	流到
n'ec	留底
n'em	留点
n'ek	六七点钟
n'eo	流动
n'eg	流毒
n'e,	两栖动物
n'ud	流放
n'i,	留给
n'i.	六个
n'ih	流感
n'im	另请高明
n'ir	流过
n'de	刘海
n'du	留痕
n'dh	流汗
n'dn	硫黄
n'd'	老气横秋
n'cd	流畅
n'cj	六朝
n'ci	流程
n'ch	流产
n'cp	流传
n'cg	流出
n'hc	留级
n'ht	流经
n'to	留空
n't.	留客
n't;	流寇
n'n	榴莲
n'nd	流浪
n'nc	流利
n'nh	浏览
n'nn	流量
n'nm	留恋
n'nr	流落
n'n'	溜溜
n'ng	流露
n'n,	流泪
n'n;	另起炉灶
n'md	流氓
n'mt	留名
n'b	六七年
n'bm	留念
n'le	流派
n''m	六千
n''m	两全其美
n''t	留情
n''k	礼轻情意重
n''f	郎情妾意
n'pg	流入
n'pu	来去如风
n'oe	零敲碎打
n'ok	六岁
n'oh	离群索居
n'op	硫酸
n'og	流速
n'og	留宿
n'yo	流通
n'yl	疁
n'yd	流淌
n'yc	流体
n'ym	六天
n'ga	流沙
n'gu	留神
n'gc	流失
n'gg	柳树
n'gk	流水
n'g;	留守
n'k.	留着
n'kp	流转
n'kg	留住
n'k;	柳州
n',d	流亡
n',h	六万
n',;	来去无踪
n','	乐趣无穷
n'qx	留心
n'qt	流行
n'qn	流向
n'qm	流线
n'qb	留校
n'qy	留学
n'qy	流血
n'qg	柳絮
n'qq	留下
n'qf	两情相悦
n'fh	留言
n'fj	柳腰
n'f.	柳叶
n'fu	六七月份
n'fd	留洋
n'fc	留意
n'fc	六一
n'ft	留影
n'fo	留用
n'fy	六月
n'fg	流域
n'f;	留有
n';e	留在
n';m	良禽择木
n';f	来去自由
n';;	溜走
npa,	令人安慰
npxj	老弱病残
npxa	令人不安
npxt	令人不快
npxc	令人不齿
npxg	冷若冰霜
npxh	令人不解
npxh	利人不利己
npxm	令人不满
npjp	乱窜
npjx	老弱残兵
npeo	乱动
npep	令人动容
npeq	令人担心
npef	令人担忧
npet	烈日当空
np.,	令人扼腕
npua	乱发
npuh	令人费解
npui	令人反感
nput	令人愤慨
npuc	来日方长
npuk	令人发指
npu,	乱飞
npij	乱搞
npie	令人感动
npii	令人尴尬
npit	令人感慨
npi,	令人鼓舞
npiq	令人高兴
npdq	乱花
npdl	令人害怕
npd,	令人回味
npdf	令人怀疑
npcj	卵巢
npc.	乱扯
npcu	乱臣
npcn	乱闯
npcn	令人齿冷
npcq	寥若晨星
npch	令人吃惊
nph	老人家
nphn	乱讲
nphb	乱叫
nphg	乱局
nphk	路人皆知
npha	令人骄傲
nphh	令人叫绝
nphe	令人激动
nphl	令人敬佩
nphy	令人惊叹
nphq	令人惊喜
nphf	令人惊讶
npnk	利润率
npne	乱来
npn.	乱了
npnf	乱伦
npnh	利人利己
npma	乱码
npmr	乱摸
npb,	令人难忘
npmf	令人满意
npbi	令人难过
npbt	令人难堪
nplj	乱跑
nplu	令人喷饭
np'f	泪如泉涌
npou	礼让三分
npyj	乱套
npyf	令人讨厌
npyy	令人头疼
npyq	令人痛心
npgr	乱说
npg,	令人神往
npgi	孪生
npgc	乱世
npgo	令人深思
npgf	令人生厌
npkp	乱转
npku	乱真
npkk	了如指掌
npkh	令人震惊
npku	令人振奋
npkm	令人瞩目
np,c	量入为出
npq	乱象
npqu	令人信服
npqn	乱想
npql	乱写
npqg	乱序
npqk	令人心折
npqy	令人心痛
npq,	令人向往
npqq	令人遐想
npfo	乱用
npfq	泪如雨下
npfd	令人遗憾
npf,	令人意外
npff	烈日炎炎
np;c	卵子
np;r	令人作呕
np;y	令人赞叹
np;g	令人咋舌
noxj	卢森堡
noxu	里斯本
noxn	老死不相往来
nojc	两三次
nojn	茏
noe	泷
noen	泷
noeg	漋
noej	螺丝刀
noem	两三点
noek	两三点钟
noep	垄断
noep	理所当然
noeo	隆冬
noeh	龙胆
no.b	隆恩
noui	龙凤
nouf	连锁反应
noi.	两三个
noif	两三个月
noig	龙骨
noio	龙宫
nod	络腮胡
nodk	两三回
nodx	绿色环保
nodg	龙虎
nocn	龙床
noco	拉三扯四
nohg	两三句
noht	龙井
nohd	两三句话
not;	龙口
non.	累死了
nond	累死累活
nonr	笼络
none	临死拉个垫背的
nono	劳斯莱斯
nonx	龙鳞
nome	龙脉
nomu	龙门
nomu	牢骚满腹
